品番,商品名_JA,hp_match_status,hp_url,hp_product_name,hp_product_code,hp_categories,hp_description,hp_image_urls,hp_evidence,notes
0787-05,シュリンクチューブ(5mm),variant_group,https://www.san-nishimura.co.jp/product/item/%e3%82%b7%e3%83%a5%e3%83%aa%e3%83%b3%e3%82%af%e3%83%81%e3%83%a5%e3%83%bc%e3%83%96/,シュリンクチューブ,製品詳細に表記,カスタマイズ > 収縮チューブ,テンプル保護・カラー剥げ予防のカバーチューブ | ヒーターで温めるだけで簡単取り付け: 熱によって収縮するシュリンクタイプなので、ヒーターで簡単に取り付け可能です。 | 品番: 0787-04,https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0786.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0787.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0786-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0787-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/09/8931m.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/603-A.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2024/03/1050-A_01.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2024/07/689.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2024/07/250-K.jpg,search_count=1; search_result_codes=製品詳細に表記; detail_code=; detail_text_has_code=true,
0787-08,シュリンクチューブ(8mm),variant_group,https://www.san-nishimura.co.jp/product/item/%e3%82%b7%e3%83%a5%e3%83%aa%e3%83%b3%e3%82%af%e3%83%81%e3%83%a5%e3%83%bc%e3%83%96/,シュリンクチューブ,製品詳細に表記,カスタマイズ > 収縮チューブ,テンプル保護・カラー剥げ予防のカバーチューブ | ヒーターで温めるだけで簡単取り付け: 熱によって収縮するシュリンクタイプなので、ヒーターで簡単に取り付け可能です。 | 品番: 0787-04,https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0786.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0787.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0786-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0787-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/09/8931m.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/603-A.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2024/03/1050-A_01.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2024/07/689.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2024/07/250-K.jpg,search_count=1; search_result_codes=製品詳細に表記; detail_code=; detail_text_has_code=true,
0819-00,(-)バネ丁番ネジW1.4×3.0,variant_group,https://www.san-nishimura.co.jp/product/item/%e3%83%90%e3%83%8d%e4%b8%81%e7%95%aa%e3%83%8d%e3%82%b8/,バネ丁番ネジ,製品詳細に表記,パーツ > ネジ > バネ丁番関連,バネ丁番に入れやすいよう細い先端が付いたマイナスネジ | 先端のテーパー構造: ネジ穴に先端のピンが入り込み、バネ丁番特有の狭い隙間を広げる構造になっています。 ※ネジの取り付け後はピンを折ります | 品番: 0819-00,https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-00.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-10.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-00-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-10-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/773-525-1.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/772-518.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/68-542.jpg,search_count=1; search_result_codes=製品詳細に表記; detail_code=; detail_text_has_code=true,
0819-00A,(-)バネ丁番ネジW(100本入),not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0819-00A,,,,,,search_count=0; search_result_codes=,
0748-07,セルピタ ロック(10ペア),not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0748-07,,,,,,search_count=0; search_result_codes=,
0745-00,塩ビワッシャ 1.2×2.3×0.4,variant_group,https://www.san-nishimura.co.jp/product/item/%e3%83%af%e3%83%83%e3%82%b7%e3%83%a31-2%e3%8e%9c/,ワッシャ(1.2㎜用),製品詳細に表記,パーツ > ツーポイント関連,ツーポイント用のワッシャ。 ※素材による違いは下記に記載 | 塩ビ: ある程度耐薬品性はありますが、耐久性は低くなります。 | ポリカ: 高い耐久性と透明度を備えた、最も一般的に使われている素材ですが、耐薬品性は低くなります。,https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2025/09/0745-00.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2025/09/0745-00-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2025/09/141-594.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2025/09/141-539.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2025/09/141-540.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2025/09/141-632.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2025/09/141-633.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2025/09/141-595.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/10/141-185.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/10/141-332.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2024/01/336.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2025/09/141-163.jpg,search_count=1; search_result_codes=製品詳細に表記; detail_code=; detail_text_has_code=true,
0819-01,(-)バネ丁番ネジW1.4×3.5,variant_group,https://www.san-nishimura.co.jp/product/item/%e3%83%90%e3%83%8d%e4%b8%81%e7%95%aa%e3%83%8d%e3%82%b8/,バネ丁番ネジ,製品詳細に表記,パーツ > ネジ > バネ丁番関連,バネ丁番に入れやすいよう細い先端が付いたマイナスネジ | 先端のテーパー構造: ネジ穴に先端のピンが入り込み、バネ丁番特有の狭い隙間を広げる構造になっています。 ※ネジの取り付け後はピンを折ります | 品番: 0819-00,https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-00.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-10.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-00-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-10-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/773-525-1.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/772-518.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/68-542.jpg,search_count=1; search_result_codes=製品詳細に表記; detail_code=; detail_text_has_code=true,
0819-01A,(-)バネ丁番ネジW(100本入),not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0819-01A,,,,,,search_count=0; search_result_codes=,
0819-02,(-)バネ丁番ネジW1.4×4.5,variant_group,https://www.san-nishimura.co.jp/product/item/%e3%83%90%e3%83%8d%e4%b8%81%e7%95%aa%e3%83%8d%e3%82%b8/,バネ丁番ネジ,製品詳細に表記,パーツ > ネジ > バネ丁番関連,バネ丁番に入れやすいよう細い先端が付いたマイナスネジ | 先端のテーパー構造: ネジ穴に先端のピンが入り込み、バネ丁番特有の狭い隙間を広げる構造になっています。 ※ネジの取り付け後はピンを折ります | 品番: 0819-00,https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-00.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-10.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-00-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-10-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/773-525-1.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/772-518.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/68-542.jpg,search_count=1; search_result_codes=製品詳細に表記; detail_code=; detail_text_has_code=true,
0819-02A,(-)バネ丁番ネジW(100本入),not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0819-02A,,,,,,search_count=0; search_result_codes=,
0819-10,(-)バネ丁番ネジG1.4×3.0,variant_group,https://www.san-nishimura.co.jp/product/item/%e3%83%90%e3%83%8d%e4%b8%81%e7%95%aa%e3%83%8d%e3%82%b8/,バネ丁番ネジ,製品詳細に表記,パーツ > ネジ > バネ丁番関連,バネ丁番に入れやすいよう細い先端が付いたマイナスネジ | 先端のテーパー構造: ネジ穴に先端のピンが入り込み、バネ丁番特有の狭い隙間を広げる構造になっています。 ※ネジの取り付け後はピンを折ります | 品番: 0819-00,https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-00.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-10.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-00-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-10-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/773-525-1.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/772-518.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/68-542.jpg,search_count=1; search_result_codes=製品詳細に表記; detail_code=; detail_text_has_code=true,
0819-10A,(-)バネ丁番ネジG(100本入),not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0819-10A,,,,,,search_count=0; search_result_codes=,
0819-11,(-)バネ丁番ネジG1.4×3.5,variant_group,https://www.san-nishimura.co.jp/product/item/%e3%83%90%e3%83%8d%e4%b8%81%e7%95%aa%e3%83%8d%e3%82%b8/,バネ丁番ネジ,製品詳細に表記,パーツ > ネジ > バネ丁番関連,バネ丁番に入れやすいよう細い先端が付いたマイナスネジ | 先端のテーパー構造: ネジ穴に先端のピンが入り込み、バネ丁番特有の狭い隙間を広げる構造になっています。 ※ネジの取り付け後はピンを折ります | 品番: 0819-00,https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-00.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-10.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-00-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-10-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/773-525-1.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/772-518.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/68-542.jpg,search_count=1; search_result_codes=製品詳細に表記; detail_code=; detail_text_has_code=true,
0819-11A,(-)バネ丁番ネジG(100本入),not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0819-11A,,,,,,search_count=0; search_result_codes=,
0819-12,(-)バネ丁番ネジG1.4×4.5,variant_group,https://www.san-nishimura.co.jp/product/item/%e3%83%90%e3%83%8d%e4%b8%81%e7%95%aa%e3%83%8d%e3%82%b8/,バネ丁番ネジ,製品詳細に表記,パーツ > ネジ > バネ丁番関連,バネ丁番に入れやすいよう細い先端が付いたマイナスネジ | 先端のテーパー構造: ネジ穴に先端のピンが入り込み、バネ丁番特有の狭い隙間を広げる構造になっています。 ※ネジの取り付け後はピンを折ります | 品番: 0819-00,https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-00.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-10.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-00-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/0819-10-150x150.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/773-525-1.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/772-518.jpg | https://www.san-nishimura.co.jp/cms_3dz6rvb56dGA/wp-content/uploads/2023/05/68-542.jpg,search_count=1; search_result_codes=製品詳細に表記; detail_code=; detail_text_has_code=true,
0819-12A,(-)バネ丁番ネジG(100本入),not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0819-12A,,,,,,search_count=0; search_result_codes=,
0822-01,花型ナットW1.2×2.25×1.0,not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0822-01,,,,,,search_count=0; search_result_codes=,
0822-01A,花型ナットW(100個入),not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0822-01A,,,,,,search_count=0; search_result_codes=,
0822-02A,花型ナットG(100個入),not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0822-02A,,,,,,search_count=0; search_result_codes=,
0822-02,花型ナットG1.2×2.25×1.0,not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0822-02,,,,,,search_count=0; search_result_codes=,
0822-03,花型ナットGUN1.2×2.25×1.0,not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0822-03,,,,,,search_count=0; search_result_codes=,
0822-03A,花型ナットGUN(100個入),not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0822-03A,,,,,,search_count=0; search_result_codes=,
0831-00A,(-)ツーポイントネジW(100本入),not_found,https://www.san-nishimura.co.jp/product/item/?key_word=0831-00A,,,,,,search_count=0; search_result_codes=,
